"id","title","theme","capital","multicapital","location","expected_amount","collected_amount","engaged_number","platform","platform_type","status","any_date","year","start_date","end_date"
"http://bu.mvk.if.ua/projects2016/237","Ремонт під'їздів","","Інфраструктурний","False","Івано-Франківськ",50000,0,0,"Івано-Франківська міська рада (bu.mvk.if.ua)","Громадський бюджет","Неуспішний","13.05.2016",2016,"2016-05-13",""
"http://bu.mvk.if.ua/projects2016/259","Брукування тротуару","","Інфраструктурний","False","Івано-Франківськ",50000,0,0,"Івано-Франківська міська рада (bu.mvk.if.ua)","Громадський бюджет","Неуспішний","14.05.2016",2016,"2016-05-14",""
"http://bu.mvk.if.ua/projects2016/245","Заміна вікон на сходовій клітці","","Інфраструктурний","False","Івано-Франківськ",50000,0,0,"Івано-Франківська міська рада (bu.mvk.if.ua)","Громадський бюджет","Неуспішний","14.05.2016",2016,"2016-05-14",""
"http://bu.mvk.if.ua/projects2016/246","Облаштування бруківкою дитячого майданчика","","Інфраструктурний","False","Івано-Франківськ",50000,0,0,"Івано-Франківська міська рада (bu.mvk.if.ua)","Громадський бюджет","Неуспішний","14.05.2016",2016,"2016-05-14",""
"http://bu.mvk.if.ua/projects2016/275","Освітлення вулиці","","Інфраструктурний","False","Івано-Франківськ",50000,0,0,"Івано-Франківська міська рада (bu.mvk.if.ua)","Громадський бюджет","Неуспішний","14.05.2016",2016,"2016-05-14",""
"http://bu.mvk.if.ua/projects2016/247","Ремонт м'ягкої покрівлі","","Інфраструктурний","False","Івано-Франківськ",50000,0,0,"Івано-Франківська міська рада (bu.mvk.if.ua)","Громадський бюджет","Неуспішний","14.05.2016",2016,"2016-05-14",""
"http://bu.mvk.if.ua/projects2016/261","Розширення дороги","","Інфраструктурний","False","Івано-Франківськ",50000,0,0,"Івано-Франківська міська рада (bu.mvk.if.ua)","Громадський бюджет","Неуспішний","14.05.2016",2016,"2016-05-14",""
"https://portal.city.kharkov.ua/initiatives/1671","Озеленемо місто в Європейському стилі - висадимо швидкоростущі квітучі дерева Павловній.","Популяризація та розвиток культури поводження з відходами, інші екологічні ініціативи","Інфраструктурний","False","Харків",50000,0,0,"Харківська міська рада (portal.city.kharkov.ua)","Громадський бюджет","Неуспішний","10.12.2019",2019,"2019-09-01","2019-12-10"
"https://portal.city.kharkov.ua/initiatives/1580","Домик для  бездомных кошек","Популяризація та розвиток культури поводження з відходами, інші екологічні ініціативи","Інфраструктурний","False","Харків",50000,0,0,"Харківська міська рада (portal.city.kharkov.ua)","Громадський бюджет","Неуспішний","10.12.2019",2019,"2019-09-01","2019-12-10"
"https://portal.city.kharkov.ua/initiatives/1680","Захистимо бездомних тварин від холоду, встановимо будиночки для котів.","Популяризація та розвиток культури поводження з відходами, інші екологічні ініціативи","Інфраструктурний","False","Харків",50000,0,0,"Харківська міська рада (portal.city.kharkov.ua)","Громадський бюджет","Неуспішний","10.12.2019",2019,"2019-09-01","2019-12-10"
"https://adm.dniprorada.gov.ua/projects/archive/93/show/1084","Зона спочинку в районі ""Перемога""","Навколишнє середовище","Інфраструктурний","","Дніпро",50000,0,0,"gb.gov.ua","Громадський бюджет","Неуспішний","01.01.2017",2017,"","2017-01-01"
"https://gp.khm.gov.ua/projects/archive/8/show/783","ТОРГІВЕЛЬНИЙ ПРИЛАВОК –ЛАВОЧКА ВІДПОЧИНКУ","Житлово-комунальне господарство","Інфраструктурний","","Хмельницький",50000,0,0,"gb.gov.ua","Громадський бюджет","Неуспішний","01.01.2016",2016,"","2016-01-01"
"https://melitopol-online.gov.ua/projects/archive/76/show/6","мини Байк-Парк","Велоінфраструктура","Інфраструктурний","","Мелітополь",50000,0,0,"gb.gov.ua","Громадський бюджет","Неуспішний","01.01.2018",2018,"","2018-01-01"
"https://gb.kyivcity.gov.ua/projects/archive/10/show/1051","Збільшеня часу роботи установ працюючих в однозмінному режимі.","Комунальне господарство, енергозбереження","Інфраструктурний","","Київ",50000,0,0,"gb.gov.ua","Громадський бюджет","Неуспішний","01.01.2018",2018,"","2018-01-01"
"https://adm.dniprorada.gov.ua/projects/archive/141/show/10","Бібліотека майбутнього","Телекомунікації, зв’язок та інформаційні технології","Інфраструктурний","","Дніпро",50000,0,0,"gb.gov.ua","Громадський бюджет","Неуспішний","01.01.2018",2018,"","2018-01-01"
